Sample index	Sample ID 1	Title	Result	Unit of Result	Data markings of Result	Creation time	Method name	T1+	Nominal value	T1-	Is excluded	Method type	Determination type	Overall result state	Comment	FISH_ID	TANK	MUSCLE_TYPE	TEMPERATURE
1	1	Absorbance wavelength 1	0.52391	A		31/10/2022 17:37	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
2	2	Absorbance wavelength 1	0.50194	A		31/10/2022 17:37	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
3	3	Absorbance wavelength 1	0.49136	A		31/10/2022 17:37	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
4	4	Absorbance wavelength 1	0.9292	A		31/10/2022 17:37	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
5	5	Absorbance wavelength 1	-0.18325	A		31/10/2022 17:37	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
6	6	Absorbance wavelength 1	-0.21661	A		31/10/2022 17:38	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
1	1	Absorbance wavelength 1	0.50436	A		31/10/2022 17:38	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
2	2	Absorbance wavelength 1	0.48051	A		31/10/2022 17:38	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
3	3	Absorbance wavelength 1	0.47	A		31/10/2022 17:38	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
4	4	Absorbance wavelength 1	0.92792	A		31/10/2022 17:38	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
5	5	Absorbance wavelength 1	-0.18214	A		31/10/2022 17:38	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
6	6	Absorbance wavelength 1	-0.2148	A		31/10/2022 17:38	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
1	1	Absorbance wavelength 1	0.49043	A		31/10/2022 17:38	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
2	2	Absorbance wavelength 1	0.46732	A		31/10/2022 17:38	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
3	3	Absorbance wavelength 1	0.4542	A		31/10/2022 17:39	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
4	4	Absorbance wavelength 1	0.92456	A		31/10/2022 17:39	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
5	5	Absorbance wavelength 1	-0.18415	A		31/10/2022 17:39	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
6	6	Absorbance wavelength 1	-0.21624	A		31/10/2022 17:39	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
1	1	Absorbance wavelength 1	0.47026	A		31/10/2022 17:39	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
2	2	Absorbance wavelength 1	0.43784	A		31/10/2022 17:39	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
3	3	Absorbance wavelength 1	0.42963	A		31/10/2022 17:39	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
4	4	Absorbance wavelength 1	0.92451	A		31/10/2022 17:39	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
5	5	Absorbance wavelength 1	-0.1831	A		31/10/2022 17:39	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
6	6	Absorbance wavelength 1	-0.2145	A		31/10/2022 17:40	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
1	1	Absorbance wavelength 1	0.45043	A		31/10/2022 17:40	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
2	2	Absorbance wavelength 1	0.41821	A		31/10/2022 17:40	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
3	3	Absorbance wavelength 1	0.41013	A		31/10/2022 17:40	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
4	4	Absorbance wavelength 1	0.92666	A		31/10/2022 17:40	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
5	5	Absorbance wavelength 1	-0.183	A		31/10/2022 17:40	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
6	6	Absorbance wavelength 1	-0.21717	A		31/10/2022 17:40	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
1	1	Absorbance wavelength 1	0.429	A		31/10/2022 17:40	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
2	2	Absorbance wavelength 1	0.39539	A		31/10/2022 17:41	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
3	3	Absorbance wavelength 1	0.38985	A		31/10/2022 17:41	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
4	4	Absorbance wavelength 1	0.92706	A		31/10/2022 17:41	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
5	5	Absorbance wavelength 1	-0.18133	A		31/10/2022 17:41	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
6	6	Absorbance wavelength 1	-0.21409	A		31/10/2022 17:41	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
1	1	Absorbance wavelength 1	0.41352	A		31/10/2022 17:41	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
2	2	Absorbance wavelength 1	0.38441	A		31/10/2022 17:41	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
3	3	Absorbance wavelength 1	0.37262	A		31/10/2022 17:41	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
4	4	Absorbance wavelength 1	0.92419	A		31/10/2022 17:41	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
5	5	Absorbance wavelength 1	-0.18225	A		31/10/2022 17:42	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
6	6	Absorbance wavelength 1	-0.21641	A		31/10/2022 17:42	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	30
1	1	Absorbance wavelength 1	0.76115	A		31/10/2022 17:50	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
2	2	Absorbance wavelength 1	0.84191	A		31/10/2022 17:50	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
3	3	Absorbance wavelength 1	1.01229	A		31/10/2022 17:50	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
4	4	Absorbance wavelength 1	1.11834	A		31/10/2022 17:50	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
5	5	Absorbance wavelength 1	-0.12409	A		31/10/2022 17:50	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
6	6	Absorbance wavelength 1	-0.1804	A		31/10/2022 17:50	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
1	1	Absorbance wavelength 1	0.77733	A		31/10/2022 17:51	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
2	2	Absorbance wavelength 1	0.79376	A		31/10/2022 17:51	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
3	3	Absorbance wavelength 1	0.82753	A		31/10/2022 17:51	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
4	4	Absorbance wavelength 1	0.98804	A		31/10/2022 17:51	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
5	5	Absorbance wavelength 1	-0.12063	A		31/10/2022 17:51	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
6	6	Absorbance wavelength 1	-0.18244	A		31/10/2022 17:51	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
1	1	Absorbance wavelength 1	0.79153	A		31/10/2022 17:51	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
2	2	Absorbance wavelength 1	0.74094	A		31/10/2022 17:51	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
3	3	Absorbance wavelength 1	0.67738	A		31/10/2022 17:51	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
4	4	Absorbance wavelength 1	0.89266	A		31/10/2022 17:52	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
5	5	Absorbance wavelength 1	-0.11921	A		31/10/2022 17:52	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
6	6	Absorbance wavelength 1	-0.18127	A		31/10/2022 17:52	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
1	1	Absorbance wavelength 1	0.83315	A		31/10/2022 17:52	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
2	2	Absorbance wavelength 1	0.6902	A		31/10/2022 17:52	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
3	3	Absorbance wavelength 1	0.65102	A		31/10/2022 17:52	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
4	4	Absorbance wavelength 1	0.89728	A		31/10/2022 17:52	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
5	5	Absorbance wavelength 1	-0.11559	A		31/10/2022 17:52	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
6	6	Absorbance wavelength 1	-0.18002	A		31/10/2022 17:53	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
1	1	Absorbance wavelength 1	0.749	A		31/10/2022 17:53	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
2	2	Absorbance wavelength 1	0.63677	A		31/10/2022 17:53	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
3	3	Absorbance wavelength 1	0.60131	A		31/10/2022 17:53	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
4	4	Absorbance wavelength 1	0.89727	A		31/10/2022 17:53	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
5	5	Absorbance wavelength 1	-0.11694	A		31/10/2022 17:53	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
6	6	Absorbance wavelength 1	-0.18021	A		31/10/2022 17:53	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
1	1	Absorbance wavelength 1	0.56305	A		31/10/2022 17:53	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
2	2	Absorbance wavelength 1	0.58431	A		31/10/2022 17:53	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
3	3	Absorbance wavelength 1	0.55045	A		31/10/2022 17:54	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
4	4	Absorbance wavelength 1	0.90422	A		31/10/2022 17:54	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
5	5	Absorbance wavelength 1	-0.11887	A		31/10/2022 17:54	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
6	6	Absorbance wavelength 1	-0.18354	A		31/10/2022 17:54	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
1	1	Absorbance wavelength 1	0.51383	A		31/10/2022 17:54	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
2	2	Absorbance wavelength 1	0.53248	A		31/10/2022 17:54	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
3	3	Absorbance wavelength 1	0.49773	A		31/10/2022 17:54	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
4	4	Absorbance wavelength 1	0.89975	A		31/10/2022 17:54	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
5	5	Absorbance wavelength 1	-0.12065	A		31/10/2022 17:55	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
6	6	Absorbance wavelength 1	-0.18385	A		31/10/2022 17:55	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
1	1	Absorbance wavelength 1	0.45899	A		31/10/2022 17:55	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
2	2	Absorbance wavelength 1	0.47582	A		31/10/2022 17:55	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
3	3	Absorbance wavelength 1	0.44257	A		31/10/2022 17:55	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
4	4	Absorbance wavelength 1	0.89856	A		31/10/2022 17:55	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
5	5	Absorbance wavelength 1	-0.11803	A		31/10/2022 17:55	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
6	6	Absorbance wavelength 1	-0.18221	A		31/10/2022 17:55	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
1	1	Absorbance wavelength 1	0.40634	A		31/10/2022 17:56	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
2	2	Absorbance wavelength 1	0.42088	A		31/10/2022 17:56	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
3	3	Absorbance wavelength 1	0.3918	A		31/10/2022 17:56	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
4	4	Absorbance wavelength 1	0.90287	A		31/10/2022 17:56	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
5	5	Absorbance wavelength 1	-0.11754	A		31/10/2022 17:56	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
6	6	Absorbance wavelength 1	-0.18202	A		31/10/2022 17:56	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
1	1	Absorbance wavelength 1	0.36039	A		31/10/2022 17:56	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
2	2	Absorbance wavelength 1	0.37606	A		31/10/2022 17:56	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
3	3	Absorbance wavelength 1	0.34779	A		31/10/2022 17:57	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
4	4	Absorbance wavelength 1	0.89956	A		31/10/2022 17:57	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
5	5	Absorbance wavelength 1	-0.11731	A		31/10/2022 17:57	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
6	6	Absorbance wavelength 1	-0.18394	A		31/10/2022 17:57	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
1	1	Absorbance wavelength 1	0.31433	A		31/10/2022 17:57	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
2	2	Absorbance wavelength 1	0.33323	A		31/10/2022 17:57	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
3	3	Absorbance wavelength 1	0.30492	A		31/10/2022 17:57	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
4	4	Absorbance wavelength 1	0.89776	A		31/10/2022 17:57	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
5	5	Absorbance wavelength 1	-0.1168	A		31/10/2022 17:58	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
6	6	Absorbance wavelength 1	-0.18457	A		31/10/2022 17:58	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
1	1	Absorbance wavelength 1	0.26999	A		31/10/2022 17:58	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
2	2	Absorbance wavelength 1	0.29132	A		31/10/2022 17:58	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
3	3	Absorbance wavelength 1	0.2626	A		31/10/2022 17:58	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
4	4	Absorbance wavelength 1	0.89773	A		31/10/2022 17:58	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
5	5	Absorbance wavelength 1	-0.11455	A		31/10/2022 17:58	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
6	6	Absorbance wavelength 1	-0.18255	A		31/10/2022 17:58	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
1	1	Absorbance wavelength 1	0.23284	A		31/10/2022 17:59	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
2	2	Absorbance wavelength 1	0.25459	A		31/10/2022 17:59	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
3	3	Absorbance wavelength 1	0.22815	A		31/10/2022 17:59	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
4	4	Absorbance wavelength 1	0.89515	A		31/10/2022 17:59	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
5	5	Absorbance wavelength 1	-0.11639	A		31/10/2022 17:59	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
6	6	Absorbance wavelength 1	-0.18238	A		31/10/2022 17:59	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
1	1	Absorbance wavelength 1	0.20514	A		31/10/2022 17:59	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
2	2	Absorbance wavelength 1	0.22637	A		31/10/2022 17:59	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
3	3	Absorbance wavelength 1	0.20079	A		31/10/2022 17:59	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
4	4	Absorbance wavelength 1	0.89926	A		31/10/2022 17:59	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
5	5	Absorbance wavelength 1	-0.11601	A		31/10/2022 18:00	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
6	6	Absorbance wavelength 1	-0.18462	A		31/10/2022 18:00	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
1	1	Absorbance wavelength 1	0.17314	A		31/10/2022 18:00	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
2	2	Absorbance wavelength 1	0.19394	A		31/10/2022 18:00	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
3	3	Absorbance wavelength 1	0.17123	A		31/10/2022 18:00	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
4	4	Absorbance wavelength 1	0.89668	A		31/10/2022 18:00	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
5	5	Absorbance wavelength 1	-0.11337	A		31/10/2022 18:00	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
6	6	Absorbance wavelength 1	-0.1854	A		31/10/2022 18:01	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
1	1	Absorbance wavelength 1	0.14692	A		31/10/2022 18:01	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
2	2	Absorbance wavelength 1	0.17047	A		31/10/2022 18:01	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
3	3	Absorbance wavelength 1	0.14397	A		31/10/2022 18:01	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
4	4	Absorbance wavelength 1	0.89362	A		31/10/2022 18:01	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
5	5	Absorbance wavelength 1	-0.11492	A		31/10/2022 18:01	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
6	6	Absorbance wavelength 1	-0.18563	A		31/10/2022 18:01	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
1	1	Absorbance wavelength 1	0.12032	A		31/10/2022 18:01	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
2	2	Absorbance wavelength 1	0.14743	A		31/10/2022 18:02	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
3	3	Absorbance wavelength 1	0.12468	A		31/10/2022 18:02	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
4	4	Absorbance wavelength 1	0.89509	A		31/10/2022 18:02	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
5	5	Absorbance wavelength 1	-0.11111	A		31/10/2022 18:02	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
6	6	Absorbance wavelength 1	-0.18445	A		31/10/2022 18:02	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
1	1	Absorbance wavelength 1	0.10205	A		31/10/2022 18:02	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
2	2	Absorbance wavelength 1	0.12606	A		31/10/2022 18:02	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
3	3	Absorbance wavelength 1	0.10169	A		31/10/2022 18:02	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
4	4	Absorbance wavelength 1	0.89251	A		31/10/2022 18:02	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CTON110	28	white muscle	40
