Sample index	Sample ID 1	Title	Result	Unit of Result	Data markings of Result	Creation time	Method name	T1+	Nominal value	T1-	Is excluded	Method type	Determination type	Overall result state	Comment	FISH_ID	TANK	MUSCLE_TYPE	TEMPERATURE		
2	2	Absorbance wavelength 1	0.12768	A		13/09/2023 13:29:21 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
3	3	Absorbance wavelength 1	0.12753	A		13/09/2023 13:29:28 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
4	4	Absorbance wavelength 1	0.05653	A		13/09/2023 13:29:35 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
5	5	Absorbance wavelength 1	0.01054	A		13/09/2023 13:29:42 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
6	6	Absorbance wavelength 1	0.01151	A		13/09/2023 13:29:49 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
1	1	Absorbance wavelength 1	0.10121	A		13/09/2023 13:29:56 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
2	2	Absorbance wavelength 1	0.15488	A		13/09/2023 13:30:03 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
3	3	Absorbance wavelength 1	0.11219	A		13/09/2023 13:30:10 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
4	4	Absorbance wavelength 1	0.0552	A		13/09/2023 13:30:17 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
5	5	Absorbance wavelength 1	0.01128	A		13/09/2023 13:30:24 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
6	6	Absorbance wavelength 1	0.01031	A		13/09/2023 13:30:31 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
1	1	Absorbance wavelength 1	0.11171	A		13/09/2023 13:30:38 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
2	2	Absorbance wavelength 1	0.17623	A		13/09/2023 13:30:45 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
3	3	Absorbance wavelength 1	0.12435	A		13/09/2023 13:30:52 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
4	4	Absorbance wavelength 1	0.05403	A		13/09/2023 13:30:59 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
5	5	Absorbance wavelength 1	0.00896	A		13/09/2023 13:31:06 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
6	6	Absorbance wavelength 1	0.00904	A		13/09/2023 13:31:13 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
1	1	Absorbance wavelength 1	0.11006	A		13/09/2023 13:31:20 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
2	2	Absorbance wavelength 1	0.15752	A		13/09/2023 13:31:25 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
3	3	Absorbance wavelength 1	0.12345	A		13/09/2023 13:31:32 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
4	4	Absorbance wavelength 1	0.05395	A		13/09/2023 13:31:39 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
5	5	Absorbance wavelength 1	0.0081	A		13/09/2023 13:31:45 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
6	6	Absorbance wavelength 1	0.00885	A		13/09/2023 13:31:52 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
1	1	Absorbance wavelength 1	0.11576	A		13/09/2023 13:31:59 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
2	2	Absorbance wavelength 1	0.16624	A		13/09/2023 13:32:06 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
3	3	Absorbance wavelength 1	0.12816	A		13/09/2023 13:32:13 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
4	4	Absorbance wavelength 1	0.05262	A		13/09/2023 13:32:20 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
5	5	Absorbance wavelength 1	0.00663	A		13/09/2023 13:32:27 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
6	6	Absorbance wavelength 1	0.00815	A		13/09/2023 13:32:34 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
1	1	Absorbance wavelength 1	0.11346	A		13/09/2023 13:32:41 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
2	2	Absorbance wavelength 1	0.17876	A		13/09/2023 13:32:48 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
3	3	Absorbance wavelength 1	0.13099	A		13/09/2023 13:32:55 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
4	4	Absorbance wavelength 1	0.05215	A		13/09/2023 13:33:02 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
5	5	Absorbance wavelength 1	0.00669	A		13/09/2023 13:33:09 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
6	6	Absorbance wavelength 1	0.00963	A		13/09/2023 13:33:14 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
1	1	Absorbance wavelength 1	0.12077	A		13/09/2023 13:33:21 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
2	2	Absorbance wavelength 1	0.17702	A		13/09/2023 13:33:28 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
3	3	Absorbance wavelength 1	0.14561	A		13/09/2023 13:33:35 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
4	4	Absorbance wavelength 1	0.05297	A		13/09/2023 13:33:41 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
5	5	Absorbance wavelength 1	0.00746	A		13/09/2023 13:33:48 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
6	6	Absorbance wavelength 1	0.00921	A		13/09/2023 13:33:55 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
1	1	Absorbance wavelength 1	0.14796	A		13/09/2023 13:34:02 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
2	2	Absorbance wavelength 1	0.19902	A		13/09/2023 13:34:09 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
3	3	Absorbance wavelength 1	0.14393	A		13/09/2023 13:34:16 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
4	4	Absorbance wavelength 1	0.05294	A		13/09/2023 13:34:23 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
5	5	Absorbance wavelength 1	0.00751	A		13/09/2023 13:34:30 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
6	6	Absorbance wavelength 1	0.00951	A		13/09/2023 13:34:37 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
1	1	Absorbance wavelength 1	0.13058	A		13/09/2023 13:34:44 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
2	2	Absorbance wavelength 1	0.19221	A		13/09/2023 13:34:51 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
3	3	Absorbance wavelength 1	0.14813	A		13/09/2023 13:34:58 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
4	4	Absorbance wavelength 1	0.05241	A		13/09/2023 13:35:05 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
5	5	Absorbance wavelength 1	0.00764	A		13/09/2023 13:35:12 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
6	6	Absorbance wavelength 1	0.00858	A		13/09/2023 13:35:19 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
1	1	Absorbance wavelength 1	0.13902	A		13/09/2023 13:35:27 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
2	2	Absorbance wavelength 1	0.20906	A		13/09/2023 13:35:34 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
3	3	Absorbance wavelength 1	0.1541	A		13/09/2023 13:35:41 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
4	4	Absorbance wavelength 1	0.05162	A		13/09/2023 13:35:48 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
5	5	Absorbance wavelength 1	0.00625	A		13/09/2023 13:35:55 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
6	6	Absorbance wavelength 1	0.00714	A		13/09/2023 13:36:02 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
1	1	Absorbance wavelength 1	0.1494	A		13/09/2023 13:36:09 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
2	2	Absorbance wavelength 1	0.20164	A		13/09/2023 13:36:16 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
3	3	Absorbance wavelength 1	0.16089	A		13/09/2023 13:36:23 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
4	4	Absorbance wavelength 1	0.0511	A		13/09/2023 13:36:30 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
5	5	Absorbance wavelength 1	0.00552	A		13/09/2023 13:36:37 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
6	6	Absorbance wavelength 1	0.0063	A		13/09/2023 13:36:44 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
1	1	Absorbance wavelength 1	0.14972	A		13/09/2023 13:36:51 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
2	2	Absorbance wavelength 1	0.20423	A		13/09/2023 13:36:58 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
3	3	Absorbance wavelength 1	0.16931	A		13/09/2023 13:37:05 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
4	4	Absorbance wavelength 1	0.05114	A		13/09/2023 13:37:12 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
5	5	Absorbance wavelength 1	0.00532	A		13/09/2023 13:37:19 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
6	6	Absorbance wavelength 1	0.006	A		13/09/2023 13:37:26 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
1	1	Absorbance wavelength 1	0.15929	A		13/09/2023 13:37:33 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
2	2	Absorbance wavelength 1	0.21848	A		13/09/2023 13:37:40 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
3	3	Absorbance wavelength 1	0.18301	A		13/09/2023 13:37:47 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
4	4	Absorbance wavelength 1	0.05163	A		13/09/2023 13:37:54 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
5	5	Absorbance wavelength 1	0.00666	A		13/09/2023 13:38:01 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
6	6	Absorbance wavelength 1	0.00781	A		13/09/2023 13:38:08 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
1	1	Absorbance wavelength 1	0.16816	A		13/09/2023 13:38:14 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
2	2	Absorbance wavelength 1	0.22873	A		13/09/2023 13:38:21 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
3	3	Absorbance wavelength 1	0.18694	A		13/09/2023 13:38:28 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
4	4	Absorbance wavelength 1	0.05103	A		13/09/2023 13:38:35 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
5	5	Absorbance wavelength 1	0.00573	A		13/09/2023 13:38:43 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
6	6	Absorbance wavelength 1	0.00713	A		13/09/2023 13:38:48 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	40		
1	1	Absorbance wavelength 1	0.02906	A		13/09/2023 13:49:42 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
2	2	Absorbance wavelength 1	0.05763	A		13/09/2023 13:49:49 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
3	3	Absorbance wavelength 1	0.05066	A		13/09/2023 13:49:55 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
4	4	Absorbance wavelength 1	0.01509	A		13/09/2023 13:50:02 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
5	5	Absorbance wavelength 1	-0.00136	A		13/09/2023 13:50:09 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
6	6	Absorbance wavelength 1	-0.02368	A		13/09/2023 13:50:16 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
1	1	Absorbance wavelength 1	0.06058	A		13/09/2023 13:50:21 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
2	2	Absorbance wavelength 1	0.06814	A		13/09/2023 13:50:28 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
3	3	Absorbance wavelength 1	0.11008	A		13/09/2023 13:50:33 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
4	4	Absorbance wavelength 1	0.01932	A		13/09/2023 13:50:40 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
5	5	Absorbance wavelength 1	-0.00139	A		13/09/2023 13:50:45 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
6	6	Absorbance wavelength 1	-0.02337	A		13/09/2023 13:50:50 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
1	1	Absorbance wavelength 1	0.06362	A		13/09/2023 13:50:58 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
2	2	Absorbance wavelength 1	0.08096	A		13/09/2023 13:51:05 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
3	3	Absorbance wavelength 1	0.07205	A		13/09/2023 13:51:12 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
4	4	Absorbance wavelength 1	0.01909	A		13/09/2023 13:51:19 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
5	5	Absorbance wavelength 1	0.00084	A		13/09/2023 13:51:24 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
6	6	Absorbance wavelength 1	-0.02435	A		13/09/2023 13:51:30 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
1	1	Absorbance wavelength 1	0.09145	A		13/09/2023 13:51:36 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
2	2	Absorbance wavelength 1	0.08857	A		13/09/2023 13:51:41 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
3	3	Absorbance wavelength 1	0.07209	A		13/09/2023 13:51:48 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
4	4	Absorbance wavelength 1	0.01837	A		13/09/2023 13:51:55 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
5	5	Absorbance wavelength 1	0.00055	A		13/09/2023 13:52:02 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
6	6	Absorbance wavelength 1	-0.02264	A		13/09/2023 13:52:07 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
1	1	Absorbance wavelength 1	0.07935	A		13/09/2023 13:52:14 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
2	2	Absorbance wavelength 1	0.09996	A		13/09/2023 13:52:21 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
3	3	Absorbance wavelength 1	0.0885	A		13/09/2023 13:52:28 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
4	4	Absorbance wavelength 1	0.01872	A		13/09/2023 13:52:35 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
5	5	Absorbance wavelength 1	0.00004	A		13/09/2023 13:52:42 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
6	6	Absorbance wavelength 1	-0.02404	A		13/09/2023 13:52:48 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
1	1	Absorbance wavelength 1	0.09847	A		13/09/2023 13:52:55 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
2	2	Absorbance wavelength 1	0.1034	A		13/09/2023 13:53:02 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
3	3	Absorbance wavelength 1	0.09482	A		13/09/2023 13:53:08 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
4	4	Absorbance wavelength 1	0.01983	A		13/09/2023 13:53:15 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
5	5	Absorbance wavelength 1	0.00217	A		13/09/2023 13:53:20 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
6	6	Absorbance wavelength 1	-0.02302	A		13/09/2023 13:53:26 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
1	1	Absorbance wavelength 1	0.10615	A		13/09/2023 13:53:34 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
2	2	Absorbance wavelength 1	0.12036	A		13/09/2023 13:53:39 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
3	3	Absorbance wavelength 1	0.10632	A		13/09/2023 13:53:46 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
4	4	Absorbance wavelength 1	0.02074	A		13/09/2023 13:53:51 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
5	5	Absorbance wavelength 1	0.00239	A		13/09/2023 13:53:58 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
6	6	Absorbance wavelength 1	-0.02471	A		13/09/2023 13:54:05 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
1	1	Absorbance wavelength 1	0.11646	A		13/09/2023 13:54:10 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
2	2	Absorbance wavelength 1	0.12792	A		13/09/2023 13:54:15 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
3	3	Absorbance wavelength 1	0.11433	A		13/09/2023 13:54:20 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
4	4	Absorbance wavelength 1	0.01993	A		13/09/2023 13:54:27 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
5	5	Absorbance wavelength 1	0.00107	A		13/09/2023 13:54:34 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
6	6	Absorbance wavelength 1	-0.02579	A		13/09/2023 13:54:41 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
1	1	Absorbance wavelength 1	0.12644	A		13/09/2023 13:54:48 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
2	2	Absorbance wavelength 1	0.12797	A		13/09/2023 13:54:55 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
3	3	Absorbance wavelength 1	0.12759	A		13/09/2023 13:55:02 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
4	4	Absorbance wavelength 1	0.02019	A		13/09/2023 13:55:07 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
5	5	Absorbance wavelength 1	0.00069	A		13/09/2023 13:55:14 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
6	6	Absorbance wavelength 1	-0.02508	A		13/09/2023 13:55:21 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
1	1	Absorbance wavelength 1	0.13608	A		13/09/2023 13:55:28 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
2	2	Absorbance wavelength 1	0.14421	A		13/09/2023 13:55:35 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
3	3	Absorbance wavelength 1	0.13682	A		13/09/2023 13:55:42 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
4	4	Absorbance wavelength 1	0.02017	A		13/09/2023 13:55:49 	UV5 Continuous for 8 Samples in Cuvette Changer				FALSE	Fixed Wavelength	General	OK		CSUD008	36	White muscle	50		
